text_idx,gt_rank,recall@1,precision@1,recall@5,precision@5,recall@10,precision@10,recall@50,precision@50
541,575,0,0.0,0,0.0,0,0.0,0,0.0
541,769,0,0.0,0,0.0,0,0.0,0,0.0
541,769,0,0.0,0,0.0,0,0.0,0,0.0
541,484,0,0.0,0,0.0,0,0.0,0,0.0
543,217,0,0.0,0,0.0,0,0.0,0,0.0
543,258,0,0.0,0,0.0,0,0.0,0,0.0
543,608,0,0.0,0,0.0,0,0.0,0,0.0
543,787,0,0.0,0,0.0,0,0.0,0,0.0
580,204,0,0.0,0,0.0,0,0.0,0,0.0
580,161,0,0.0,0,0.0,0,0.0,0,0.0
580,5,0,0.0,0,0.0,1,0.5,1,0.1
580,301,0,0.0,0,0.0,0,0.0,0,0.0
580,394,0,0.0,0,0.0,0,0.0,0,0.0
590,39,0,0.0,0,0.0,0,0.0,1,0.1
590,54,0,0.0,0,0.0,0,0.0,0,0.0
590,5,0,0.0,0,0.0,1,0.5,1,0.1
590,54,0,0.0,0,0.0,0,0.0,0,0.0
590,0,1,1.0,1,1.0,1,0.5,1,0.1
616,85,0,0.0,0,0.0,0,0.0,0,0.0
616,10,0,0.0,0,0.0,0,0.0,1,0.1
616,5,0,0.0,0,0.0,1,0.5,1,0.1
616,43,0,0.0,0,0.0,0,0.0,1,0.1
616,9,0,0.0,0,0.0,1,0.1,1,0.1
626,201,0,0.0,0,0.0,0,0.0,0,0.0
626,15,0,0.0,0,0.0,0,0.0,1,0.1
626,60,0,0.0,0,0.0,0,0.0,0,0.0
626,407,0,0.0,0,0.0,0,0.0,0,0.0
626,10,0,0.0,0,0.0,0,0.0,1,0.1
629,499,0,0.0,0,0.0,0,0.0,0,0.0
629,303,0,0.0,0,0.0,0,0.0,0,0.0
629,66,0,0.0,0,0.0,0,0.0,0,0.0
629,102,0,0.0,0,0.0,0,0.0,0,0.0
629,92,0,0.0,0,0.0,0,0.0,0,0.0
646,245,0,0.0,0,0.0,0,0.0,0,0.0
646,399,0,0.0,0,0.0,0,0.0,0,0.0
646,24,0,0.0,0,0.0,0,0.0,1,0.1
646,170,0,0.0,0,0.0,0,0.0,0,0.0
646,0,1,1.0,1,1.0,1,0.5,1,0.1
652,36,0,0.0,0,0.0,0,0.0,1,0.1
652,8,0,0.0,0,0.0,1,0.2,1,0.1
652,11,0,0.0,0,0.0,0,0.0,1,0.1
652,8,0,0.0,0,0.0,1,0.2,1,0.1
652,18,0,0.0,0,0.0,0,0.0,1,0.1
655,199,0,0.0,0,0.0,0,0.0,0,0.0
655,189,0,0.0,0,0.0,0,0.0,0,0.0
655,422,0,0.0,0,0.0,0,0.0,0,0.0
655,34,0,0.0,0,0.0,0,0.0,1,0.1
655,184,0,0.0,0,0.0,0,0.0,0,0.0
665,80,0,0.0,0,0.0,0,0.0,0,0.0
665,15,0,0.0,0,0.0,0,0.0,1,0.1
665,10,0,0.0,0,0.0,0,0.0,1,0.1
665,10,0,0.0,0,0.0,0,0.0,1,0.1
665,35,0,0.0,0,0.0,0,0.0,1,0.1
672,51,0,0.0,0,0.0,0,0.0,0,0.0
672,178,0,0.0,0,0.0,0,0.0,0,0.0
672,73,0,0.0,0,0.0,0,0.0,0,0.0
672,1671,0,0.0,0,0.0,0,0.0,0,0.0
672,261,0,0.0,0,0.0,0,0.0,0,0.0
677,23,0,0.0,0,0.0,0,0.0,1,0.1
677,110,0,0.0,0,0.0,0,0.0,0,0.0
677,0,1,1.0,1,1.0,1,0.5,1,0.1
677,13,0,0.0,0,0.0,0,0.0,1,0.1
677,10,0,0.0,0,0.0,0,0.0,1,0.1
